Full Text Tweet;Datum und Uhrzeit
Der Ständerat hat den Ernst der Lage erkannt und ein griffiges CO2-Gesetz verabschiedet. Das ist erfreulich. Nun muss es aber vorwärts gehen, denn je länger wir beim #Klimaschutz warten, desto teurer wird es.;25-Sep-2019 (18:30:08.000000)
Der Bericht des Weltklimarats zeigt, dass Gletscher auf der ganzen Welt auf dem Rückzug sind. Die Schweiz als Alpenland ist davon besonders betroffen. Begrenzen wir den #Klimawandel – investieren wir mehr in CO2-freie Energien. @IPCC_CH https://t.co/nsVH5o4XLM;25-Sep-2019 (16:28:09.000000)
Als Infrastruktur-Ministerinnen in der Schweiz und Slowenien sind wir besonders gefordert: Die Alpen zwingen uns zu kreativen Lösungen in der Verkehrsplanung. Und die schmelzenden Gletscher zu raschem Handeln in der Klima- und Energiepolitik. https://t.co/Ys7LDPatSJ https://t.co/ezh1f04Msi;25-Sep-2019 (14:45:37.000000)
Spätschicht: die Revision des CO2-Gesetzes duldet keinen Aufschub. Danke allen für ihren Einsatz. #Klimaschutz https://t.co/WIiA7NI0gp;23-Sep-2019 (19:30:11.000000)
Mein Zvieri: Aus der Region und bio, logisch. Mmh...merci liebe Bäuerinnen und Produzenten! #Sichlete https://t.co/9HMLTTBhda;16-Sep-2019 (15:10:20.000000)
Heute haben mich Kinder der Schule Neuhaus Ochlenberg und Oschwand besucht. Sie haben mich reich beschenkt – mit fröhlichem Gesang und bunten Zeichnungen zum Thema Klimawandel. Eindrücklich, was sie mir über unsere Umwelt berichtet haben. https://t.co/j3Z2k3eray;16-Sep-2019 (12:05:04.000000)
Tropenwälder speichern viel #CO2 und die Pflanzen des Waldes sind die Grundlage vieler Medikamente. Seit 30 Jahren erinnert uns der Tag der Tropenwälder daran.//#TagDerTropenwälder #tropenwald #klimaschutz https://t.co/3fCQL3WzFP;14-Sep-2019 (10:05:54.000000)
Travail.Suisse übernimmt ähnliche Aufgaben, wie sie auch Eltern übernehmen. Sie kümmern sich - und zwar auch um jene Menschen, deren Stimmen allzu oft untergehen. #Gewerkschaft//Kongress @TravailsuisseCH https://t.co/FrcvsxZG0X https://t.co/OYK3obYTG8;14-Sep-2019 (09:53:01.000000)
Wichtige Tage für den #Klimaschutz: Ab dem 21. September diskutieren am UNO-Klimagipfel in New York Menschen aus der ganzen Welt über den #Klimawandel. Ich werde mich gleichzeitig im Ständerat für das Klima engagieren - und freue mich auf die Debatte zum revidierten CO2-Gesetz!;13-Sep-2019 (12:08:18.000000)
Entretiens passionnants avec @ClaudeTurmes ministre de l’énergie et de l’aménagement du territoire. Les mêmes défis se posent à la Suisse et au Luxembourg en matière d’aménagement du territoire et de mobilité : nous pouvons partager nos expériences. https://t.co/WWYGeMklja https://t.co/AaSER5z6PV;12-Sep-2019 (14:13:58.000000)
Ich freue mich auf spannende Diskussionen an der Infrastrukturtagung.////https://t.co/GpUUMp80FI;11-Sep-2019 (07:59:36.000000)
Was passiert mit dem Aletschgletscher bei einer Klimaerwärmung von 2 Grad?  // //Virtuelle Fahrt über schmelzenden Gletscher ab dem 10. September im World Nature Forum in Naters  //https://t.co/e8dzzLO99a////#klima #klimawandel https://t.co/RXnpueYIiv;10-Sep-2019 (13:49:16.000000)
Wir wollen künftig sowohl im Norden als auch im Süden des Gotthards Lastwagen streng kontrollieren. Damit vermeiden wir Unfälle, stärken unsere Verlagerungspolitik und schützen die Umwelt!//10-Jahr-Jubiläum des Schwerverkehrszentrums Ripshausen: https://t.co/675BrdtI07 https://t.co/JKUt5m7Gmq;06-Sep-2019 (14:09:10.000000)
Le tunnel de base du Saint-Gothard le prouve: nous avons une longue expérience des grands projets de transport. Je suis ravie de pouvoir intensifier les échanges le Maroc!//https://t.co/wxi2J48GLL;06-Sep-2019 (09:11:47.000000)
Der Gotthard-Basistunnel zeigt: Wir haben viel Erfahrung mit grossen Verkehrsprojekten. Ich freue mich, dass wir mit Marokko den Austausch dazu vertiefen können!//https://t.co/YrxOnpoo8H;06-Sep-2019 (09:10:55.000000)
Im Verkehrsbereich haben wir die grössten Probleme beim Pendlerverkehr in den Städten und Agglomerationen. Damit die Bevölkerung vorwärts kommt, braucht es eine kluge Kombination von privatem und öffentlichem Verkehr.//@staedteverband https://t.co/6FgwvJAL0b https://t.co/VCwyyagTaF;05-Sep-2019 (10:30:03.000000)
Die Digitalisierung wirft eine ganz grundsätzliche Frage auf: Wer macht die Regeln? Für mich ist klar: Wir können nicht einfach zuschauen, wie grosse Konzerne uns die Spielregeln diktieren. //@digitaldialogCH #digitalCH19//Rede: https://t.co/qcAa4k4DlY https://t.co/ZzRsuW6X3K;02-Sep-2019 (12:59:50.000000)
Nicht nur Lärm, auch Licht belastet Mensch und Tier. Der #Gantrisch zeigt, dass es auch anders geht. @bafuCH #KleineWeltwunder #Swissparks https://t.co/f4SC5rAKn8 https://t.co/pUOV0T4Ivy;29-Aug-2019 (20:30:11.000000)
Per realizzare Alptransit fino a 2500 operai hanno lavorato duramente. Una vera opera pionieristica! Grazie a tutti coloro che hanno contribuito a questo progetto del secolo. #Alptransit #Ceneri https://t.co/4HU6hws5K8 https://t.co/Hhxiy1c9Eh;29-Aug-2019 (10:43:15.000000)
Massnahmepaket zur Förderung der Medien://https://t.co/q9OrmKkmRT https://t.co/BnYco3zIG3;28-Aug-2019 (14:06:41.000000)
Es freut mich, passt der Bund seine Klimaziele an. Die klimaneutrale Schweiz ist kein einfaches aber ein notwendiges Ziel. #Klimaziel2050 https://t.co/2CnK9sBqb2//https://t.co/5MfqfA3mK1;28-Aug-2019 (13:26:41.000000)
Erdöl hat den Fortschritt der letzten Jahrzehnte geschmiert, gleichzeitig aber auch immer wieder für Spannungen oder sogar Kriege gesorgt. Ich bin der festen Überzeugung, dass erneuerbare Energien das Potential haben diese Konflikte zu vermeiden. //https://t.co/CHGglAR38M;27-Aug-2019 (17:16:54.000000)
Wir müssen die bestehende Infrastruktur besser nutzen: das heisst konkret: die verschiedenen Verkehrsträger geschickt kombinieren. Auto, Roller und Velo sind sehr flexibel – der öV ist unschlagbar effizient. https://t.co/l1OTsGcIaf #AREmobil2019 https://t.co/wHrLqWgtzm;26-Aug-2019 (09:37:15.000000)
Ich bin entsetzt über die Bilder des brennenden Regenwaldes im #Amazonas. Der Amazonas ist für das globale Klima ebenso wie für die #Biodiversität von herausragender Bedeutung. Wir müssen das Menschenmögliche tun, um den Amazonas zu retten. https://t.co/JT1tY2IDQG;25-Aug-2019 (07:36:08.000000)
La Suisse dispose d’une longue tradition humanitaire. Merci à celles et ceux qui s’engagent au nom de la Suisse pour un monde meilleur. https://t.co/IC0Oq0uDVc;19-Aug-2019 (12:00:43.000000)
Via le magnifique parc régional de Gruyère Pays-d'Enhaut jusqu'à la ville de Gruyères. Voici une courte vidéo de ma journée du 1er août. #gruyères #nature //https://t.co/C7aZa9Z0dF;02-Aug-2019 (14:10:07.000000)
Aujourd'hui nous ressentons particulièrement ce que nous sommes : une grande communauté qui accueille des gens de partout.  #1août #1August  https://t.co/VPPVILWSbL https://t.co/tFoKtL8k5n;01-Aug-2019 (19:10:07.000000)
La beauté de la Suisse me surprend encore et encore !  #PaysdEnhaut  https://t.co/oip03Mfr36 https://t.co/yYA6gJc2av;01-Aug-2019 (15:01:00.000000)
In 7 Monaten hat die Welt mehr Ressourcen verbraucht, als die Natur in einem Jahr erneuern kann. Wenn weltweit alle so leben würden wie wir, sogar bereits nach 4 Monaten. Wir können das besser: Lasst uns anpacken für die Schweiz und Welt von morgen! https://t.co/xcLGxmx67h https://t.co/nUbSFG7i1B;29-Jul-2019 (10:31:08.000000)
Avec la mort de Béji Caïd Essebsi, la Tunisie perd son premier président élu démocratiquement. La Tunisie est un partenaire important pour la Suisse. Nous allons continuer à apporter notre plein soutien à cette jeune démocratie. https://t.co/s3IvNsGxXS;27-Jul-2019 (15:14:10.000000)
Immer mehr Städte, wie z.B. Sitten https://t.co/O87SBgGhfG oder Zürich, bekämpfen die #Hitze mit 🌿 und 🌳//@tagesanzeiger   //https://t.co/dSeSjF8QFm;24-Jul-2019 (09:40:36.000000)
Un endroit - étonnant et inspirant -  pour l‘écriture et la littérature (Fondation @JanMichalski) à #Montricher https://t.co/dFXcRNbYlb;20-Jul-2019 (09:06:09.000000)
Coole Gipfelstürmerinnen: Frauen mit Energiepotenzial erfrischen Politik und Wirtschaft. Und das ist erst noch gut fürs Klima. #GSW2019//Rede: https://t.co/Lyomq5ItPk https://t.co/jNXIrusKp6;06-Jul-2019 (19:49:10.000000)
5 Jahre #Raumplanungsgesetz: Zu grosse Bauzonen verkleinern und dichter bauen bremst die #Zersiedelung. Zu meiner Freude sehe immer mehr kompakte, ökologische und lebenswerte Siedlungen. https://t.co/7A3qFQmudC https://t.co/8rvRP2gQEU;04-Jul-2019 (18:15:10.000000)
Erfreulich! Der Bund geht mit gutem Beispiel voran: Weniger Flüge und mehr Bahn - und Solarpanels auf den Gebäuden des Bundes. #energiestrategie2050////https://t.co/8zVxegK0pg;03-Jul-2019 (12:36:25.000000)
Dank euch kommen wir sicher an den Ferienort, ins Wanderparadies, ans Festival und wieder nach Hause: Ein grosses Merci den Mitarbeitenden im öffentlichen Verkehr! Sie arbeiten auch dann, wenn wir die Füsse hochlegen. #merci #grazie #danke https://t.co/TkqYU8uYr9;02-Jul-2019 (17:01:12.000000)
