Full Text Tweet;Datum und Uhrzeit
Gratulation! https://t.co/Oa0jWLoz6J;16-Feb-2020 (19:33:58.000000)
Good to catch up with PM @AndrejPlenkovic. We spoke about the Croatian EU Presidency @EU2020HR as well as current #EU affairs, such as #enlargement, #MFF and the Conference for the future of Europe. https://t.co/PWt8mijYMC;15-Feb-2020 (17:36:56.000000)
"Great to meet Mark Zuckerberg for a discussion on a broad range of topics – from combating hate speech online, to finding fair taxation mechanisms for large digital corporations, as well as latest trends &amp; developments in the digital economy. Thank you for an insightful exchange! https://t.co/YoTv3zw0lS";15-Feb-2020 (14:21:44.000000)
Danke @Markus_Soeder für das gute Gespräch am Rande der @MunSecConf! Ö und #Bayern sind engstens miteinander verbunden, rd 100.000 Österreicher leben und arbeiten in #Bayern. In der Frage des #Transitverkehrs ist die Umsetzung des 10-Punkte-Plans wichtig. #Brenner https://t.co/su9LvZpqKy;15-Feb-2020 (14:09:06.000000)
Always good to see @erna_solberg @MunSecConf. #Norway is an important partner for #Austria and the #EU. We discussed the challenges #Europe is facing such as #digitalization, the fight against climate change and #Brexit. @MFA_Austria https://t.co/nuJ8lcT37T;14-Feb-2020 (18:44:37.000000)
Very good meeting w Foreign Minister of #China Wang Yi. We discussed our friendly bilateral relations and our close economic ties. I also reaffirmed our solidarity and support for China's relentless efforts to fight against #COVID19. @MFA_China @li_xiaosi @MFA_Austria https://t.co/yj0O4Ft9N7;14-Feb-2020 (17:13:36.000000)
"It was a pleasure to meet @JustinTrudeau on the margins of @MunSecConf. #Canada is a very important partner for us, economically as well as politically. We have many shared goals such as the empowerment of women and our support for free &amp; fair elections in #Venezuela @jguaido https://t.co/zw1QfJnguc";14-Feb-2020 (17:12:30.000000)
Und es geht darum, diese Werte und unser westliches Lebensmodell zu bewahren. Dafür müssen wir international wettbewerbsfähig bleiben und den Zusammenhalt in unseren Gesellschaften stärken. Alle sollen vom Fortschritt gleichermaßen profitieren können.;14-Feb-2020 (17:08:23.000000)
Wenn wir davon sprechen, den „Westen zu verteidigen“, dann geht es dabei nicht so sehr um militärische Stärke oder um geographische Zugehörigkeit. Es geht viel mehr um Grundwerte - Demokratie, Freiheit und Rechtsstaatlichkeit. https://t.co/TngzO1Aadg;14-Feb-2020 (17:08:22.000000)
Vielen Dank für den Besuch im Bundeskanzleramt, ich habe mich sehr gefreut! https://t.co/pZvjbw32LQ;13-Feb-2020 (20:50:05.000000)
Thank you @GabrielMariya for a very good meeting today in Vienna. #Innovation is key to foster European competitiveness and lays a strong foundation for economic growth and prosperity. It is our joint responsibility to tackle these big questions over the next years. https://t.co/R0I3aMQV0k;13-Feb-2020 (13:44:05.000000)
Hier mein ganzes Statement: https://t.co/85qb7Oigru;10-Feb-2020 (12:47:34.000000)
Drei Punkte, die ich für sehr wichtig erachte, um die Vorgehensweise in der Justiz zu verbessern: //1. Schnellere Verfahren in der Justiz//2. Maßnahmenpaket gegen Leaks //3. Stärkung des Rechtsschutzes, damit so etwas, wie die Hausdurchsuchungen im BVT, nie wieder stattfinden kann;10-Feb-2020 (12:47:34.000000)
"Es ist wichtig, Defizite anzusprechen &amp; Verbesserungspotenziale zu nutzen. Danke für das gute Gespräch mit Justizministerin @Alma_Zadic, Kanzleramtsministerin @k_edtstadler &amp; den Standesvertretern, das ein Startschuss für eine Justizreform sein soll. https://t.co/1wBG0e3Ek1";10-Feb-2020 (12:41:55.000000)
Ohne Worte. https://t.co/nDyUBOftrg;09-Feb-2020 (19:57:28.000000)
"Als stärkste politische Kraft der #EU trägt die #Volkspartei eine besondere Verantwortung für Europa. Wir müssen Umweltschutz &amp; Wirtschaftswachstum verbinden und Arbeitsplätze sichern. Nur so bleibt unser europäisches Lebensmodell ein internationales Vorbild. @ManfredWeber @epp https://t.co/6UeuGczEXC";06-Feb-2020 (13:04:41.000000)
"Wir laden daher zu einem Runden Tisch mit Standesvertretern, Justizministerin @almazadic &amp; Kanzleramtsministerin @k_edtstadler, bei dem wir die aktuellen Kritikpunkte sowie jene der vergangenen Jahre ansprechen &amp; diskutieren.";06-Feb-2020 (10:38:46.000000)
"Wir müssen sicherstellen, dass rechtswidrige Hausdurchsuchungen, wie beim BVT nie wieder vorkommen &amp; Verhaltensweisen, die das Vertrauen beeinträchtigen &amp; weiter gefährden, wie der öffentlich ausgetragene Konflikt &amp; Anzeigen zw #WKStA und Oberstaatsanwaltschaft, beendet werden. https://t.co/N40bD3RKJs";06-Feb-2020 (10:38:46.000000)
"Ich erwarte, dass der neue Vorschlag von @eucopresident Charles #Michel unseren Vorstellungen verstärkt Rechnung tragen wird. Unser Ziel ist es, den österreichischen Beitrag zum #EU-Budget zu stabilisieren. Wir müssen mit dem Geld der Steuerzahler sparsam &amp; sorgfältig umgehen. https://t.co/P2PuJbUsEq";05-Feb-2020 (19:05:48.000000)
"Den Vorschlag der #EU-Kommission für den neuen #MFF von 1,11% lehnen wir klar ab, weil er für unsere Steuerzahler eine zu hohe Mehrbelastung bedeuten würde. Wir sind dabei mit den anderen Nettozahlern, wie den #Niederlanden, #Dänemark &amp; #Schweden, gut abgestimmt. https://t.co/hN8RtSKCV7";05-Feb-2020 (19:05:46.000000)
Vielen Dank, lieber Frank-Walter #Steinmeier, dass Du Dir heute für ein ausführliches Gespräch Zeit genommen hast. Es ist immer eine Freude, mit Dir aktuelle politische Entwicklungen erörtern zu dürfen. https://t.co/SXDzAYQ4mE;04-Feb-2020 (18:52:00.000000)
"Heute jährt sich zum 25. Mal der Tag des Bombenanschlags gegen Roma in Oberwart. Wir gedenken nicht nur der Opfer, sondern diese Erinnerung zeigt auch, dass wir gegen extremistische Strömungen vorgehen &amp; uns für den respektvollen Umgang mit Volksgruppen einsetzen müssen. https://t.co/UWOTUmlY0p";04-Feb-2020 (18:04:06.000000)
Habe mich gefreut, Annegret Kramp-Karrenbauer heute in #Berlin getroffen zu haben. Danke für das gute Gespräch und die vertrauensvolle Zusammenarbeit, gerade auch in der #EVP. @akk @CDU @EPP https://t.co/iFpHciBhU8;04-Feb-2020 (15:03:58.000000)
Gauck hat nach dem Zusammenbruch der #DDR zudem wichtige Aufklärungsarbeit geleistet. Vielen Dank für den guten Austausch!;04-Feb-2020 (13:25:45.000000)
Es hat mich sehr gefreut, Bundespräsident a.D. Joachim #Gauck zu treffen! Er ist nicht nur eine beeindruckende Persönlichkeit, sondern auch ein Vorkämpfer gegen das kommunistische Unrechtsregime der #DDR. https://t.co/eGc7Lcz1TR;04-Feb-2020 (13:25:44.000000)
Deutschland ist #Österreichs wichtigster wirtschaftlicher Partner und wir werden uns gemeinsam für eine vorausschauende europäische Industriepolitik einsetzen, die #Nachhaltigkeit fördert und #Arbeitsplätze in Europa sichert.;04-Feb-2020 (13:07:55.000000)
Vielen Dank an Präsident Dieter #Kempf und die Mitglieder des Bundesverbandes der Deutschen Industrie (@Der_BDI) für das interessante Gespräch zur Wirtschaftslage in #Deutschland und #Europa. https://t.co/JKsWHUgkPw;04-Feb-2020 (13:07:54.000000)
Congratulations to @albinkurti for the formation of a new government in #Kosovo. I am looking forward to working with you and to supporting Kosovo’s #EU integration.;03-Feb-2020 (17:31:56.000000)
"Darüber hinaus haben wir uns auch über den Schutz unseres #Klimas &amp; der #Umwelt unterhalten sowie deutsch-österreichische Nachbarschaftsfragen, wie die #Transitfrage, besprochen. https://t.co/dX9RzmIRie";03-Feb-2020 (14:40:20.000000)
Danke an Angela #Merkel für das gute Gespräch heute in Berlin. Wir konnten über aktuelle europapolitische Fragen, wie den neuen Mehrjährigen Finanzrahmen der #EU, wo wir beide als Nettozahler ähnliche Positionen vertreten, den EU #Zukunftsprozess, #Migration und #Libyen sprechen. https://t.co/WAz6PZYVa1;03-Feb-2020 (14:40:18.000000)
I strongly condemn today’s knife attack in #London. I hope that those injured will fully recover quickly. @borisjohnson;02-Feb-2020 (18:51:54.000000)
Ganz großes Tennis beim Finale der @AustralianOpen. Am Ende hat es für einen Sieg leider nicht ganz gereicht. Wir drücken dir, @ThiemDomi, aber weiter die Daumen. Österreich ist stolz auf dich! https://t.co/IPHLibpgPY;02-Feb-2020 (12:56:03.000000)
"Die #EU-Marinemission ""Sophia"" war bei der Kontrolle des UN-Waffenembargos gegenüber #Libyen praktisch wirkungslos. Sie war vor allem eine Rettungsmission, die für Tausende illegale Migranten zum Ticket nach Europa wurde. https://t.co/Q3lBqarKgz";02-Feb-2020 (10:35:00.000000)
Nach einem spannenden Spiel gewinnt @ThiemDomi im Tie-Break das Halbfinale gegen @AlexZverev. Ganz Österreich drückt dir jetzt die Daumen für das Finale der @AustralianOpen! https://t.co/SzYxhjGDfa;31-Jan-2020 (12:44:33.000000)
"Man muss die Entscheidung des britischen Volkes, die #EU zu verlassen, zur Kenntnis nehmen. Die EU wird mit dem #Brexit an Größe &amp; Schlagkraft verlieren. Wichtig ist, den bilateralen Kontakt aufrechtzuerhalten &amp; die Zusammenarbeit zwischen Großbritannien &amp; der EU zu sichern. https://t.co/gnw2XTcrQg";31-Jan-2020 (11:24:40.000000)
Es freut mich sehr, dass wir bereits nach 3 Wochen als Regierung ein #Steuerreformpaket auf den Weg bringen konnten, dass das System nicht nur ökologisiert, sondern vor allem auch gerechter macht! Den arbeitenden Menschen soll wieder mehr zum Leben bleiben. https://t.co/Q43MzrTuDD;30-Jan-2020 (19:56:12.000000)
"Derzeit leben zudem 65.000 Österreicherinnen &amp; Österreicher in der #Schweiz. Es ist uns daher ein besonderes Anliegen, die Beziehungen zwischen der #EU &amp; der Schweiz weiterzuentwickeln und zukunftsfit zu machen. Danke für das gute Gespräch! https://t.co/Jnjb2x9pbQ";30-Jan-2020 (16:26:08.000000)
"Ich freue mich, dass der Antrittsbesuch der Schweizer Bundespräsidentin @s_sommaruga nach Wien führt! Unsere bilateralen Beziehungen mit der #Schweiz sind ausgezeichnet &amp; die Schweiz ist unser viertwichtigster Handelspartner mit einem Handelsvolumen von rund 14 Mrd €. https://t.co/SGuzdysxoV";30-Jan-2020 (16:24:23.000000)
"Bei unserer ersten #Regierungsklausur wollen wir unsere Ziele als Bundesregierung besprechen &amp; vertiefen. Ich freue mich, dass wir die Zeit nutzen, um erste Beschlüsse &amp; Maßnahmen zur #Entlastung der arbeitenden Menschen &amp; zur #Ökologisierung des Steuersystems zu treffen. https://t.co/HgMSTBXc8Y";29-Jan-2020 (18:15:04.000000)
I welcome the release of the #US plan which hopefully brings new momentum to the #MEPP having been in a deadlock for far too long. We call on the parties to start negotiations on the basis of this plan under #US leadership with a view to achieving a two-state-solution.;28-Jan-2020 (21:17:26.000000)
Thank you very much! https://t.co/b5hl9KAx60;28-Jan-2020 (16:24:07.000000)
Es freut mich sehr, dass @Schwarzenegger, als Botschafter für unser Land, immer wieder zurück nach #Österreich kommt und bedanke mich für das Gespräch heute im Bundeskanzleramt! https://t.co/a1A5OpxI4M;28-Jan-2020 (15:45:04.000000)
Nachdem ich leider bei der Feier zum 75. Geburtstag nicht dabei sein konnte, hat es mich heute sehr gefreut, Kardinal Christoph Schönborn zu einem Gespräch zu treffen und ihm dabei unter anderem nachträglich persönlich zu gratulieren! @KardinalWien https://t.co/4J2JAcpi6S;28-Jan-2020 (13:39:50.000000)
"Today we commemorate all the victims of the Holocaust &amp; the 75th anniversary of the liberation of Auschwitz. Combating all forms of anti-Semitism is a key priority for our government. We have to make sure that those dark times will never be repeated! #Auschwitz75 #NotOnMyWatch https://t.co/5BnoraYQ0Q";27-Jan-2020 (20:08:11.000000)
"On the 27th January we commemorate the over six million Jewish victims of the Holocaust. It is our duty to make sure the world never forgets those horrors and to resolutely fight against all forms of anti-semitism &amp; anti-zionism! #WeRemember https://t.co/pY0puqlP81";26-Jan-2020 (19:21:30.000000)
Wir freuen uns über das Plus bei der Landtagswahl im #Burgenland und über die fulminanten Ergebnisse bei den Gemeinderatswahlen in #Niederösterreich, wie beispielsweise in Wiener Neustadt, Amstetten, Gmünd oder auch meiner Heimatgemeinde Burgschleinitz! https://t.co/mx8Ghw6s9o;26-Jan-2020 (18:57:44.000000)
Als Schi-Nation dürfen wir heute besonders stolz sein. Herzliche Gratulation an @matthiasmayer_ und Vincent Kriechmayr zum rot-weiß-roten Doppelerfolg in #Kitzbühel! 🇦🇹 @SkiAustria_Men https://t.co/N3309UlZQM;25-Jan-2020 (16:12:08.000000)
Thank you, @KGeorgieva and Christine @Lagarde , for the interesting meetings discussing global cooperation, economic policy and capital markets as a driver of #innovation and #sustainability. We look forward to cooperating closely over the next years. https://t.co/r6TK61p3n6;24-Jan-2020 (14:51:28.000000)
"Nur wenn wir unsere Anstrengungen intensivieren, können wir wirtschaftlich erfolgreich bleiben &amp; auch unsere #Umwelt &amp; Schöpfung bewahren. Wir haben hier eine große Verantwortung &amp; gerade #Österreich kann einen Beitrag dazu leisten. #wef20";24-Jan-2020 (14:22:05.000000)
"Die CO2-Bepreisung muss Hand in Hand gehen mit #CO2-Zöllen für einen fairen internationalen Wettbewerb. Wir brauchen auch eine Reform des europäischen Wettbewerbsrechts für die Schaffung europäischer Champions &amp; treten weiterhin ein für fairen &amp; gut geregelten #Freihandel. #wef20 https://t.co/eHs5dJz9pB";24-Jan-2020 (14:19:50.000000)
Wenn es uns gelingt, als #EU noch stärker auf #Innovation in diesem Bereich zu setzen, dann wird uns nicht nur ein guter Beitrag im Kampf gegen den Klimawandel gelingen, sondern dann können wir auch Arbeitsplätze in #Europa sichern und weitere schaffen. #wef20;24-Jan-2020 (14:16:42.000000)
"Es ist unser Ziel, das Beste aus beiden Welten zu verbinden: einen ambitionierten #Umwelt- &amp; #Klimaschutz &amp; #Wirtschaftswachstum, um Arbeitsplätze zu schaffen. Das kann gelingen, wenn wir als #EU auf unsere Stärken setzen: eine offene Gesellschaft &amp; eine freie Wirtschaft. #wef20 https://t.co/U9DgGHK8S6";24-Jan-2020 (14:16:42.000000)
Der Schutz unserer #Umwelt ist eine zentrale Priorität. Aber wichtig ist, dass er nicht missbraucht wird, um für alte kollektivistische Ideen zu werben, die gescheitert sind und nur Leid, Hunger und unglaubliches Elend gebracht haben. #wef20 https://t.co/SrbmMLI7TO;24-Jan-2020 (14:06:44.000000)
"Ich bin sehr dankbar, in einer Welt leben zu dürfen, die sich in vielen Bereichen zum Guten verändert. Die Lebenserwartung ist angestiegen, die Kindersterblichkeit massiv zurückgegangen &amp; noch nie haben so viele Menschen in einer #Demokratie gelebt. #wef20 https://t.co/N8K4Ww73GE https://t.co/FQBKBVjI8T";24-Jan-2020 (13:50:49.000000)
It is critical for us to combine #digitalization with job security and to reconcile #economic growth with #climate protection. Europe can be a leader in both.;24-Jan-2020 (13:37:19.000000)
A wonderful opportunity to discuss with Klaus Schwab of WEF, Kevin Sneader of McKinsey and Alex Karp of Palantir on latest global trends in #business and #technology. https://t.co/QF2qDXm1qb;24-Jan-2020 (13:37:18.000000)
"Thank you @ABB_CEO Peter Voser and @VasNarasimhan for the meetings to discuss ABB’s and Novartis’ recent and ongoing investments in #Austria. It is an honor to be working with some of the world’s most innovative businesses and bring jobs and R&amp;D capabilities to Austria. https://t.co/I3xXsGID7J";24-Jan-2020 (13:32:38.000000)
I am convinced that #Austria and #Europe as a whole will be able to protect our environment and climate, while strengthening our quality of life and economic opportunities. #Innovation will be the key for achieving this and Europe needs to lead by example. https://t.co/BFMSOPhV5a;24-Jan-2020 (11:52:26.000000)
Thank you, @jguaido, for an inspiring meeting and a first-hand account of recent developments in #Venezuela. You can count on Austria’s support in your fight for free and fair presidential elections to restore #democracy. https://t.co/dFnQWhxGFA;24-Jan-2020 (08:48:10.000000)
Thank you, @tim_cook, for taking the time to discuss latest developments in technology and education. It is important that the public and private sectors work together to ensure everyone in society can benefit from digitalization. #wef20 https://t.co/2TiALWpfZE;23-Jan-2020 (16:35:16.000000)
"Viele der heimischen Betriebe klagen seit Längerem, dass sie keine geeigneten #Fachkräfte finden. Mit der Fachkräfteoffensive setzen wir uns daher für die Modernisierung der Lehrberufe, Qualitätssicherung in der #Lehre und mehr Wertschätzung &amp; Anerkennung für die Lehre ein. https://t.co/5czoWu3Rr9";22-Jan-2020 (07:51:11.000000)
"In #Österreich werden aktuell knapp 110.000 Personen in 200 Lehrberufen ausgebildet. 2/3 davon in Klein- &amp; Mittelbetrieben, wie die Bäckerei Schwarz in Liesing, die bereits rund 180 #Lehrlinge ausgebildet hat. Danke für diesen unschätzbaren Beitrag für unsere Wirtschaft! https://t.co/d54oAsimJH";22-Jan-2020 (07:51:09.000000)
"Mehr als 99% der heimischen Unternehmen sind kleine und mittlere Betriebe. Sie sind für den Großteil der Arbeitsplätze in #Österreich verantwortlich und bilden damit das Rückgrat unserer #Wirtschaft &amp; unseres Wohlstands.";22-Jan-2020 (07:51:06.000000)
Was es jetzt braucht, ist die sofortige Einhaltung der Waffenruhe als Voraussetzung für eine politische Lösung in #Libyen.;19-Jan-2020 (19:29:13.000000)
Ich begrüße, dass es bei der heutigen #BerlinConference zu Libyen eine Einigung zu einem #Waffenstillstand gab und die vollständige Einhaltung des #UNO-Waffenembargos erneut bekräftigt wurde. https://t.co/2ipGpSYbkq;19-Jan-2020 (19:29:13.000000)
"Die Entlastung der kleinen &amp; mittleren Einkommen bleibt auch im Fokus der neuen Regierung. Daher soll auch der Spitzensteuersatz von 55% für Einkommen ab einer Million Euro bleiben. https://t.co/PKlt0cfUjH";19-Jan-2020 (15:14:47.000000)
"#Südtirol ist mir ein Herzensanliegen &amp; wir nehmen unsere Schutzfunktion sehr ernst! Außerdem müssen wir für die Tiroler rasch eine nachhaltige Lösung für den LKW-Transitverkehr finden. Danke an die Tageszeitung Dolomiten @TagblattD für das Interview! https://t.co/fpsL4N34hw";18-Jan-2020 (11:55:44.000000)
Vielen Dank für den Besuch in Wien @CharlesMichel! Wir haben über den #MFF, die Stärkung der Wettbewerbsfähigkeit #Europas, die Erweiterung der #EU und die #EU als globaler Akteur gesprochen. Ich danke Charles Michel für seine aktive Rolle. https://t.co/BX0yXJR3dt;17-Jan-2020 (19:30:03.000000)
"#Tschechien ist Österreichs wichtigster Handelspartner in Ost- &amp; Mitteleuropa. Wir werden daher weiterhin in vielen Fragen eng zusammenarbeiten, auch wenn wir, wie bei d Atomenergie, nicht immer einer Meinung sind. Danke an PM @AndrejBabis für die Einladung &amp; den guten Austausch. https://t.co/OhJze8qZ06";16-Jan-2020 (16:09:13.000000)
"Darüber hinaus konnten wir die Themen #Migration, #Wettbewerbsfähigkeit, #Klimaschutz, den mehrjährigen #Finanzrahmen, Erweiterung &amp; Zukunft der #EU besprechen. Bei vielen Themen ziehen wir an einem Strang, bei manchen, wie der #Atomenergie, haben wir unterschiedliche Positionen.";16-Jan-2020 (15:42:18.000000)
"#Österreich ist traditionell Brückenbauer. Es darf innerhalb der #EU keine Mitgliedsstaaten 1. &amp; 2. Klasse geben. Daher ist mein Ziel, einen Beitrag zu leisten, die entstandenen Gräben in der EU wieder zuzuschütten. Das habe ich beim Treffen der #V4 Staaten in Prag hervorgehoben. https://t.co/JwcgDwVP9n";16-Jan-2020 (15:42:17.000000)
Die #Visegrád-Gruppe ist mit einem Handelsvolumen von insgesamt 37 Mrd. € unser weltweit zweitwichtigster Handelspartner. Viele Jobs in Ö hängen daher auch von einer guten Entwicklung in diesen Ländern ab. https://t.co/TGXuxvVgRA;16-Jan-2020 (11:09:49.000000)
Vielen Dank an Premierminister @AndrejBabis für die Einladung nach #Tschechien zum Treffen mit den Regierungschefs der #Visegrad-Staaten. https://t.co/4q01m8siqh;16-Jan-2020 (11:09:42.000000)
Herzliche Gratulation! Ich freue mich auf die Zusammenarbeit! https://t.co/OpD7roLgNr;14-Jan-2020 (15:28:18.000000)
"Um die Sicherheit in #Österreich weiter zu gewährleisten, haben wir uns als #Bundesregierung zum Ziel gesetzt, die begonnene Personaloffensive bei der #Polizei fortzusetzen &amp; 2.300 zusätzliche Planstellen sowie 2.000 neue Ausbildungsplanstellen zu schaffen. https://t.co/LqluOKn1mn";14-Jan-2020 (14:10:12.000000)
In den letzten Jahren sind neue Bedrohungen wie Migrationsbewegungen, offene Grenzen, Naturkatastrophen oder etwa Bedrohungen im Cyber-Bereich entstanden und zeigen deutlich: Wir brauchen eine moderne #Polizei mit ausreichend Personal.;14-Jan-2020 (14:10:09.000000)
"#Österreich gehört zu den sichersten Ländern der Welt. Dass wir uns hier sicher fühlen können, verdanken wir großteils der engagierten Arbeit unserer #Polizistinnen &amp; #Polizisten. Sie leisten täglich Herausragendes &amp; dafür gebührt ihnen unser Dank &amp; Respekt. https://t.co/f9vJovQebY";14-Jan-2020 (14:10:08.000000)
"Als Bundesregierung wollen wir durch eine Pflegeversicherung die leidige Debatte rund um die Finanzierung der #Pflege beenden &amp; durch die Schaffung einer 3-jährigen Fachschule &amp; 5-jährigen Höheren Lehranstalt für Sozialbetreuung &amp; Pflege dem Personalmangel entgegenwirken. https://t.co/Af2fCMfjHD";13-Jan-2020 (11:13:16.000000)
Wir wollen allen Menschen das Versprechen geben, dass sie auch im Alter ein würdevolles Leben führen können. Dafür muss es das beste Angebot geben, das aus einem Mix aus #Pflege zuhause und, sofern das nicht mehr möglich ist, Betreuung in einem Pflegeheim bestehen soll. https://t.co/v6GcmGMgac;13-Jan-2020 (11:13:01.000000)
#Pflege ist uns als Bundesregierung ein besonderes Anliegen. Beim heutigen Besuch im Haus der Barmherzigkeit in der Seeböckgasse habe ich wieder gesehen, mit welcher Hingabe die Mitarbeiter im Pflegebereich arbeiten. Vielen Dank für den Einsatz! https://t.co/tHPuDJe8Og;13-Jan-2020 (11:12:59.000000)
It was good to catch up with @michelbarnier on the next steps regarding #BREXIT today. The future relationship between the #EU and the #UK should be as close as possible refelcting a balance between rights and duties. Michel Barnier has our full support to achieve this. https://t.co/lMWrNis9Qy;12-Jan-2020 (13:51:12.000000)
"Sehr gutes Gespräch mit der Präsidentin der @EU_Commission, @vonderleyen, heute in Brüssel. Es braucht ein #Europa, das sich wieder mehr auf die großen Fragen konzentriert: Die Stärkung der #Wettbewerbsfähigkeit, den Schutz der #Außengrenzen &amp; den Kampf gegen den #Klimawandel. https://t.co/F6cTxFx6Na";12-Jan-2020 (13:19:54.000000)
Unser Ziel als neue #Bundesregierung ist es, aktiv auf EU-Ebene mitzugestalten. Wir wollen dabei helfen, die Gräben in #Europa wieder zu überbrücken.;12-Jan-2020 (12:13:04.000000)
"Meine erste Reise führt mein Team und mich nach #Brüssel zu Gesprächen mit der Präsidentin der #EU Kommission @vonderleyen &amp; #Brexit Chefverhandler @MichelBarnier. https://t.co/Ll7IaUSv6v";12-Jan-2020 (12:13:04.000000)
Thank you very much, @stephenharper! https://t.co/UjRXTYlnu2;12-Jan-2020 (12:06:03.000000)
Many thanks to Prime Minister @netanyahu for our very good phone call. I stressed #Austria’s full support to #Israel as a Jewish and democratic state and our commitment to Israel’s #security. We will continue our fight against all forms of anti-Semitism and anti-Zionism.;10-Jan-2020 (15:37:13.000000)
"Wir haben ein starkes Team, das durch den Willen geeint ist, täglich den Menschen in unserem Land zu dienen, die Probleme der Gegenwart zu lösen &amp; ein gutes Fundament für die Zukunft zu bauen. Dieses Versprechen geben wir! https://t.co/8OB69LMsLN";10-Jan-2020 (13:50:30.000000)
"Wir wollen die #Pflegefrage lösen und mit einer Pflegeversicherung sicherstellen, dass die Menschen in #Österreich in Würde altern können. Es braucht auch Maßnahmen, die Wirtschaft, Sozialstaat &amp; den respektvollen Umgang mit unserer #Umwelt in Einklang bringen. https://t.co/epxmRat8Bn";10-Jan-2020 (13:50:05.000000)
Außerdem werden wir unsere klare Linie beibehalten, um die illegale #Migration konsequent weiter zu reduzieren. Im Bereich #Bildung gilt es sicherzustellen, dass jedes Kind die Chance auf eine gute Ausbildung hat – nur so kann es eine erfolgreiche Zukunft für unser Land geben. https://t.co/3YucF79wdP;10-Jan-2020 (13:49:46.000000)
"Wir werden alles tun, um die Senkung der Steuern- &amp; Abgabenquote in #Österreich fortzusetzen und dabei keine neuen Schulden zu machen. Unser Ziel ist, dass den Menschen wieder mehr zum Leben bleibt &amp; sie Arbeit haben, von der sie auch leben können. https://t.co/smRxuLOJ6p";10-Jan-2020 (13:49:14.000000)
"Es ist mir eine große Ehre wieder Bundeskanzler der Republik #Österreich sein zu dürfen &amp; ich bedanke mich bei allen, die uns ihr Vertrauen geschenkt haben. Wir werden hart daran arbeiten, der Verantwortung gerecht zu werden &amp; Österreich in eine gute Zukunft zu führen. https://t.co/TYrlmtpOYO";10-Jan-2020 (13:49:02.000000)
Vielen Dank @Schwarzenegger! https://t.co/8co1MOfn7m;09-Jan-2020 (13:23:54.000000)
Thank you very much, @krisjaniskarins! https://t.co/GRnPqww1wb;09-Jan-2020 (12:57:21.000000)
Thank you very much, @GitanasNauseda! https://t.co/Tzm3ITF6Ak;09-Jan-2020 (12:56:28.000000)
"Thank you very much &amp; all the best for Croatia‘s #EU presidency #EU2020HR. https://t.co/NCNAP3cHhk";09-Jan-2020 (12:09:25.000000)
"#HassimNetz ist ein widerliches Phänomen unserer Zeit. So etwas darf bei uns keinen Platz haben! Wir werden konsequent gegen Hass im Netz vorgehen – egal ob von links, islamistisch oder rechts. @Alma_Zadic &amp; alle anderen, die davon betroffen sind, haben meine volle Unterstützung!";09-Jan-2020 (09:18:19.000000)
Thank you very much, @li_xiaosi! https://t.co/Lput6ATBDN;08-Jan-2020 (18:59:32.000000)
Many thanks, @DavidHarrisAJC! https://t.co/VYhmy9feHN;08-Jan-2020 (18:00:46.000000)
Vielen Dank, @RusBotWien! https://t.co/grNoMxa08S;08-Jan-2020 (17:43:44.000000)
We reaffirm #Austria‘s support to @jguaido as President of the National Assembly of #Venezuela and Interim President of Venezuela. Your fight for free and fair presidential elections to restore democracy is crucial. //¡Animo, ustedes pueden!;08-Jan-2020 (14:29:53.000000)
Unser Regierungsprogramm ist kein Papier der Minimalkompromisse, sondern ein Programm mit dem Besten für die Menschen in #Österreich. Hier zum Nachlesen: https://t.co/THXDqfVnn6 https://t.co/UXck10yikD;08-Jan-2020 (10:50:56.000000)
Es geht nicht darum, wer sich durchgesetzt hat, sondern darum, bestmögliche Arbeit für #Österreich zu leisten. Uns ist es gelungen, uns nicht auf Minimalkompromisse runterzuverhandeln, sondern das Beste aus beiden Welten zu vereinen. #ZIBspezial https://t.co/yqQlT4JtUl;07-Jan-2020 (21:12:07.000000)
Vielen herzlichen Dank, Ursula @vonderleyen! https://t.co/SsDosRmdqj;07-Jan-2020 (18:44:09.000000)
Thank you very much, @krisjaniskarins! https://t.co/GRnPqweq7B;07-Jan-2020 (16:44:40.000000)
Thank you very much, @EP_President! https://t.co/1LaKOFUukc;07-Jan-2020 (16:28:56.000000)
Thank you very much, @eucopresident! https://t.co/ArrbpFFT25;07-Jan-2020 (16:24:04.000000)
Vielen herzlichen Dank, @akk! https://t.co/oDqfaaEhUY;07-Jan-2020 (16:15:56.000000)
Vielen herzlichen Dank, @JHahnEU! https://t.co/E2dMwKGVI0;07-Jan-2020 (16:01:08.000000)
Thank you very much, @BoykoBorissov! https://t.co/PJ6loBzABw;07-Jan-2020 (16:00:32.000000)
Vielen herzlichen Dank, @Markus_Soeder! https://t.co/T9F7LMZn8n;07-Jan-2020 (14:48:14.000000)
Vielen Dank, @KardinalWien! https://t.co/0pAXNXVV92;07-Jan-2020 (14:47:47.000000)
Es ist eine große Ehre, #Österreich wieder als Bundeskanzler dienen zu dürfen. Mein Team und ich werden weiterhin das Beste geben, um unseren Kurs für Österreich fortzusetzen! 🇦🇹 https://t.co/UmLpUwMtT3;07-Jan-2020 (12:07:14.000000)
