Full Text Tweet;Datum und Uhrzeit
Die gemeinsame Pressekonferenz mit Premierminister @sarecmarjan hier zum Nachhören: https://t.co/ylnHvTnaCD;05-Dec-2018 (13:51:43.000000)
"Heute konnte ich mit Sloweniens PM @sarecmarjan über bilaterale Fragen und europäische Themen sprechen. Wir ziehen in der #EU bei vielen Fragen an einem Strang wie beim EU-Außengrenzschutz, beim Einsatz für den #Westbalkan &amp; bei der Entwicklung des ländlichen Raumes.";05-Dec-2018 (13:51:42.000000)
"Es freut mich sehr, dass der slowenische PM @sarecmarjan als ersten offiziellen Besuch in einem Nachbarland Wien ausgesucht hat. Die Beziehungen zwischen #Österreich &amp; #Slowenien sind sehr eng, ua ist Ö d größte Investor in Slowenien - 1000 österr. Unternehmen sind vor Ort aktiv. https://t.co/IQRWJReGPW";05-Dec-2018 (13:51:41.000000)
"Es hat mich sehr gefreut, gestern Abend bei der Jubiläumsfeier dabei zu sein &amp;  den Sportlerinnen und Sportlern persönlich zu ihren Leistungen zu gratulieren. https://t.co/7qCPHyfpP7";05-Dec-2018 (12:23:18.000000)
Ich wünsche dem Österreichischen Behindertensportverband alles Gute zum 60. Geburtstag! Vielen Dank für die wichtige Arbeit in unserer Gesellschaft. https://t.co/luna1OO6SM;05-Dec-2018 (12:23:15.000000)
Vielen Dank für den wichtigen Beitrag für ein gutes Miteinander in unserer Gesellschaft und für die heutigen Gespräche! https://t.co/dqOQdilw6u;04-Dec-2018 (18:49:41.000000)
"Der Advent ist eine wunderschöne Zeit. Ich habe mich sehr gefreut, zu Beginn des Advents mit @KardinalWien Schönborn und Vertreterinnen &amp; Vertretern der christlichen Religionen im Bundeskanzleramt zusammenzukommen und sich auszutauschen. https://t.co/um8lAjqWKQ";04-Dec-2018 (18:49:37.000000)
2019 wird für uns das Jahr der Entlastung, der Pflegereform und der Digitalisierung. Mehr dazu: https://t.co/BU8fS0DW9O https://t.co/4LpqfuNZE9;04-Dec-2018 (14:48:57.000000)
Wir sind auf einem guten Weg,  dennoch stehen wir erst am Anfang - auch im nächsten Jahr gilt es daher den Weg den #Veränderung entschlossen weiterzugehen.;04-Dec-2018 (14:48:57.000000)
"Ich bin der Bevölkerung enorm dankbar, dass sie uns ihr Vertrauen geschenkt hat &amp; d Weg d #Veränderung mitgetragen wird.  Wir wollen #Österreich wieder an d Spitze führen &amp; dass es d Menschen besser geht! Vielen Dank an das gesamte Regierungsteam für die gute Zusammenarbeit! https://t.co/rdfKzQoZmy";04-Dec-2018 (14:48:55.000000)
"Statt Stillstand gibt es notwendige #Reformen und wir kämpfen konsequent gegen illegale #Migration. Insg. gab es über 800 Beschlüsse, ca 100 Gesetzesvorschläge &amp; 15a Vereinbarungen. Alle Maßnahmen hier zusammengefasst: https://t.co/kkjaCqqXzW";04-Dec-2018 (14:48:54.000000)
"Heute habe ich gemeinsam mit Vizekanzler @HCStracheFP nach knapp einem Jahr #Regierungsarbeit Bilanz gezogen. Wir tun, was wir versprochen haben: Wir arbeiten mit- &amp; nicht gegeneinander, sparen statt neue Schulden zu machen, entlasten d Menschen statt neue Steuern einzuführen. https://t.co/iBbKO4CPWx";04-Dec-2018 (14:48:53.000000)
Mehr Infos zu meinen Terminen in #Äthiopien und #Rwanda unter: https://t.co/13lfrZ20yr;03-Dec-2018 (14:55:58.000000)
Ich freue mich bereits auf die Gespräche mit dem äthiopischen Premierminister Abiy Ahmed und dem Präsident Rwandas @PaulKagame diese Woche in Vorbereitung auf das EU-Afrika-Forum #africaeurope2018 am 18. Dezember in Wien.;03-Dec-2018 (14:55:58.000000)
Darüber hinaus ist die Regionalisierung der #Mangelberufsliste wichtig, da der #Arbeitsmarkt in #Österreich nicht überall dieselben Anforderungen hat. Alle Infos unter https://t.co/I1rylHwdIt;03-Dec-2018 (13:51:37.000000)
#Österreich braucht dort, wo #Fachkräfte fehlen, qualifizierte #Zuwanderung. Dabei müssen wir international um die besten Köpfe werben. Mit #Entbürokratisierung und Modernisierung der Rot-Weiß-Rot-Karte setzen wir dazu einen entscheidenen Schritt!;03-Dec-2018 (13:51:37.000000)
Happy #Hanukkah⁠ ⁠to all celebrating and especially to my friend PM @netanyahu and the people of #Israel. May the lights of the menorah brighten your home and the year ahead.;02-Dec-2018 (19:45:14.000000)
"Deshalb wollen wir als #Bundesregierung einen vollkommenen #Systemwechsel in #Österreich &amp; wollen ab 1.1. 2020 nicht-abbaubare #Plastiksackerl verbieten! @ElliKoestinger @HCStracheFP https://t.co/f84tplCv9k";02-Dec-2018 (09:13:35.000000)
In #Österreich fallen pro Jahr  5.000 bis 7.000 Tonnen #Plastiksackerl an. Pro Tag werden über 100 Kilo #Plastik über die Donau abtransportiert. Das ist ein große Herausforderung für #Städte, #Gemeinden, die #Landwirtschaft und vor allem unsere #Umwelt.;02-Dec-2018 (09:13:34.000000)
"#Afrika hat trotz robustem #Wachstum noch viel ungenutztes wirtschaftliches Potential, das stellt auch eine Chance f österr &amp; europ Unternehmen dar. Denn nur durch nachhaltige wirtschaftl #Entwicklung in d Herkunftsländern können d Menschen in Afrika Perspektiven geboten werden.";02-Dec-2018 (08:16:16.000000)
Am EU-Afrika Forum #africaeurope2018 am 18.12 nehmen neben vielen Regierungschefs auch fast 1000 Unternehmen teil. Besonders freut mich d Zusammenarbeit mit @forum_ADYFE, d größten Forum afrikanischer Diaspora Unternehmer in Europa, d kreative Start-Ups nach Wien bringen werden.;02-Dec-2018 (08:16:16.000000)
Das wollen wir mit der #Reform der #Mindestsicherung, aber auch mit der #Entlastung arbeitender Menschen - wie durch den #Familienbonus und die Reduktion der Arbeitslosenversicherungsbeiträge für geringe Einkommen - erreichen. https://t.co/5uHXUXIsOa;01-Dec-2018 (10:55:57.000000)
In #Österreich sollen diejenigen, die arbeiten gehen, mehr Geld zur Verfügung haben, als Menschen, die in der #Mindestsicherung sind.;01-Dec-2018 (10:55:21.000000)
"Mein Antrieb ist es, #Österreich ein Stück weit besser zu machen &amp; das Leben für die Menschen in unserem Land zum Positiven zu verändern. Darüber &amp; über viele andere Fragen konnte ich im #Podcast von @SalcherAndreas sprechen. Hier zum Nachhören: https://t.co/0TmQkaqd82 https://t.co/MW074axWYd";01-Dec-2018 (08:47:36.000000)
Thanks for your support, @ericschmidt! https://t.co/fjaqELArHL https://t.co/7NdyTslWS8;30-Nov-2018 (17:53:57.000000)
It was a true honour to welcome @ericschmidt to Vienna today. This gave Austrian students and entrepreneurs a unique opportunity to exchange views with one of the world's thought-leaders on technology, and to discuss Europe's path towards becoming an innovation leader again. https://t.co/KurYooJYw9;30-Nov-2018 (17:53:53.000000)
Unser Ziel ist es, #Europa wieder zum Vorreiter bei #Digitalisierung und #Innovation zu machen. Hier meine Rede zum Nachhören: https://t.co/WUcUT706Ct https://t.co/uIHoycX1jw;30-Nov-2018 (17:12:06.000000)
Mit Studierenden der Wirtschaftsuniversität Wien und der Technischen Universität Wien haben wir über #Digitalisierung und den Einsatz von künstlicher Intelligenz diskutiert, sowie darüber, wie #Universitäten, Studierende und Start-ups die digitale Revolution gestalten können. https://t.co/vL2BmFleci;30-Nov-2018 (17:12:04.000000)
Heute war ich gemeinsam mit dem ehemaligen Chef von Google @ericschmidt beim #Digitalisierungsgipfel von #ThinkAustria auf der #WU Wien. https://t.co/SRbl27Rcm0;30-Nov-2018 (17:12:03.000000)
"Vielen Dank für die sehr gute Zusammenarbeit, gerade während des Ratsvorsitzes! Die Unterstützung f die Region des Westbalkans ist&amp;bleibt f uns ein Herzensanliegen und Priorität in der Europapolitik. Die EU ist erst vollständig, wenn alle Staaten des Westbalkans beigetreten sind. https://t.co/lHQspT2nmh";30-Nov-2018 (13:28:34.000000)
Ich freue mich, dass ich mich heute dazu mit dem ehemaligen #Google-Chef @ericschmidt in Wien austauschen kann. https://t.co/1x1YzZWZfg;30-Nov-2018 (11:08:11.000000)
Die Welt rund um uns verändert sich rasant. Um unseren #Wohlstand und #Arbeitsplätze langfristig zu sichern, müssen wir auf #Innovation und #Digitalisierung setzen und als #Europa wieder Vorreiter in diesen Bereichen werden.;30-Nov-2018 (11:08:07.000000)
Eine vertiefte Zusammenarbeit zwischen #Europa und #Afrika ist wichtig, um die Lebensbedingungen zu verbessern und eine nachhaltige Entwicklung zu fördern. Dazu möchte der österreichische Ratsvorsitz #eu2018at einen Beitrag leisten.;30-Nov-2018 (09:07:40.000000)
In Vorbereitung auf das EU-Afrika Forum #africaeurope2018 am 18. Dezember reise ich nächste Woche nach #Äthiopien und #Rwanda.;30-Nov-2018 (09:07:40.000000)
Die #Malteser Austria engagieren sich mit über 2000 ehrenamtlichen Mitgliedern für den Dienst am Nächsten. Ich habe mich sehr über den Besuch des Malteser Hospitaldienstes heute bei mir im Büro gefreut. Vielen Dank für die wichtige Arbeit! Mehr unter:  https://t.co/H9LdHqGQRF https://t.co/DWp6JPtyRa;28-Nov-2018 (15:18:26.000000)
Wir schaffen damit mehr #Gerechtigkeit: Wer integrationsunwillig ist, wer d deutsche Sprache nicht erlernen will od. wer arbeiten kann, aber nicht will, d wird künftig weniger bekommen. Stärker unterstützen wir jene, d es brauchen wie Alleinerziehende od Menschen mit Behinderung.;28-Nov-2018 (07:20:26.000000)
Als #Bundesregierung behandeln wir heute im #Ministerrat die #Reform der #Mindestsicherung. https://t.co/ynypJvN46A;28-Nov-2018 (07:20:25.000000)
"However, the deal we reached today is the best possible package to avoid a no-deal scenario. It lays the basis for an ambitious partnership between the EU &amp; the UK in the future. I hope this deal will be supported by the UK #Parliament. Reopening it is &amp; will not be an option.";25-Nov-2018 (14:15:15.000000)
Today, the EU27 approved the outcome of the #BREXIT negotiations which were successfully conducted by @MichelBarnier and @Theresa_May. The withdrawal of the #UK from the #EU is not something to be happy about. https://t.co/zjObWfc7xu;25-Nov-2018 (14:15:14.000000)
Für uns ist allerdings auch klar, dass es keine Nachverhandlungen geben wird.;25-Nov-2018 (10:59:52.000000)
"Der von @MichelBarnier &amp; @theresa_may vereinbarte Brexit-Deal ist d bestmögliche Lösung, keine Seite gewinnt oder verliert. Wir unterstützen d Austrittsabkommen voll &amp; sehen in d politischen Erklärung eine gute Basis für eine solide &amp; nachhaltige Partnerschaft zwischen d EU &amp; UK. https://t.co/K7jjrVqThU";25-Nov-2018 (10:59:51.000000)
"Habe mich gefreut, gemeinsam mit BM #Löger &amp; NRP #Sobotka heute den tschechischen Premierminister @AndrejBabis in Wien begrüßen zu dürfen. Wir haben den österr #EU-Ratsvorsitz #eu2018at, den morgigen Sonder-ER zum #BREXIT sowie unsere bilateralen Beziehungen besprechen können. https://t.co/KNjrXqhvEK";24-Nov-2018 (19:19:09.000000)
Aufgrund unserer historischer Verantwortung ist der entschiedene Kampf gegen alle Formen des #Antisemitismus und die Unterstützung für #Israel für uns besonders wichtig. Die #Sicherheit Israels ist für #Österreich nicht verhandelbar.;24-Nov-2018 (18:24:01.000000)
Ich verurteile die jüngsten inakzeptablen Äußerungen von Präsident #Rohani in Bezug auf #Israel auf das Schärfste. Es ist absolut inakzeptabel, wenn das Existenzrecht Israels in Frage gestellt oder zur Vernichtung Israels aufgerufen wird.;24-Nov-2018 (18:24:00.000000)
Als Ratsvorsitz werden wir weiterhin alles tun, um die Einheit der #EU-27 zu gewährleisten und  Chefverhandler @MichelBarnier, der ausgezeichnete Arbeit geleistet hat, zu unterstützen. #eu2018at;24-Nov-2018 (15:42:44.000000)
Mit @theresa_may werden wir im Anschluss über die weiteren Schritte sprechen. Die Verhandlungen waren für keine Seite einfach. Aber wir haben das bestmögliche Ergebnis erzielt, um einen Hard-#Brexit zu vermeiden.;24-Nov-2018 (15:42:43.000000)
"Ich bin froh, dass morgen das Sonder-Treffen des Europäischen Rates zum Abschluss der #Brexit-Verhandlungen in #Brüssel stattfinden wird. Dort soll das Austrittsabkommen gebilligt u die politischen Erklärung über das zukünftige Verhältnis zwischen #UK &amp; der #EU angenommen werden.";24-Nov-2018 (15:42:43.000000)
"Unsere #Gemeinden sind dafür starke Partner. Sie gestalten das unmittelbare Lebensumfeld von Millionen Österreicherinnen &amp; Österreichern. Es ist mir besonders wichtig, mich mit ihnen regelmäßig auszutauschen &amp; über aktuelle Themen zu diskutieren. Vielen Dank für die Einladung! https://t.co/yAGtIBE99a";23-Nov-2018 (19:28:42.000000)
"Heute war ich zu Gast beim Kommunalpolitischen Forum der #OÖVP &amp; habe mit LH Thomas #Stelzer über zentrale Themen für Oberösterreich diskutiert. Unser großes Ziel als Bundesregierung ist es, das Land wieder zurück an die Spitze zu bringen. https://t.co/ud8YqcLemt";23-Nov-2018 (19:28:39.000000)
Es freut mich sehr, dass #Novartis nun weitere 200 Millionen Euro in #Forschung, #Entwicklung und neue innovative Produktionsanlagen in #Tirol investiert und so #Österreich als #Standort weiter gestärkt wird. https://t.co/rcIZa2MhBk;23-Nov-2018 (14:39:53.000000)
#Novartis, eines der wichtigsten Pharmaunternehmen Österreichs, hat seit 2010 rund 900 Millionen Euro investiert und 200 #Arbeitsplätze pro Jahr geschaffen.;23-Nov-2018 (14:39:52.000000)
"Ich bedauere, dass d #Kosovo auf Produkte aus Serbien &amp; Bosnien-Herzegowina Zölle eingeführt hat. Ö setzt auf regionale Zusammenarbeit am Westbalkan u auf das regionale Freihandelsabkommen CEFTA, das d gesamten Region nützt. Wir müssen Barrieren abbauen, anstatt neue zu erfinden.";23-Nov-2018 (13:20:14.000000)
As EU Presidency we will continue to do our utmost to ensure a successful conclusion of the #BREXIT negotiations.;22-Nov-2018 (15:32:03.000000)
"Reaching this deal wasn’t easy for the EU27 nor for the UK, but it is the best package we could achieve to avoid a no deal scenario. We want to build an ambitious partnership between the EU &amp; the UK after #BREXIT. An orderly withdrawal is the basis for this. https://t.co/6cNaiASTyz";22-Nov-2018 (15:32:02.000000)
Thanks to @theresa_may for our excellent meeting in #London today. It is good that we now have an agreement between @theresa_may and @MichelBarnier on the UK’s #withdrawal and on a political declaration on the future relationship. https://t.co/8scN8Rdsrv;22-Nov-2018 (15:31:57.000000)
I was delighted to see @PhilippHammondUK in London again today. We discussed the #BREXIT negotiations and other issues currently on the European agenda. https://t.co/LBsh4LZiHC;22-Nov-2018 (15:02:51.000000)
"I had a good meeting this morning with @BrandonLewis Chairman of @Conservatives &amp; Government Chief Whip @JulianSmithUK. The BREXIT deal agreed on by @MichelBarnier &amp; @theresa_may is a balanced one &amp; we hope the UK #Parliament will support it. Reopening the deal is not an option. https://t.co/u5o3S29mKn";22-Nov-2018 (14:39:51.000000)
Vielen Dank für den Besuch! https://t.co/UwvhMbHY58;22-Nov-2018 (09:54:57.000000)
"Good to meet the Director General of the Confederation of British Industry @cbicarolyn in #London tonight. We talked about #BREXIT and the importance to avoid a no-deal scenario. After BREXIT, our shared goal is to build an ambitious partnership between the EU &amp; the UK. https://t.co/MpbM87yl2o";21-Nov-2018 (22:43:41.000000)
Vom heutigen Tag ist klar: es liegt noch viel Arbeit vor uns. Erst wenn Juden in #Österreich, #Israel und auf der ganzen Welt in #Frieden und Sicherheit leben können, ist unsere moralische Verantwortung erfüllt. #eu2018at #niemalswieder;21-Nov-2018 (16:32:40.000000)
Vielen Dank für die vielen konkreten Hinweise und Ideen aller teilnehmenden Expertinnen und Experten, Politikerinnen und Politiker, um #Antisemitismus und #Antizionismus wirksam zu bekämpfen.;21-Nov-2018 (16:32:39.000000)
Ein wichtiges Signal dazu ist die heutige Antisemitismus- und Antizionismus-Konferenz in Wien im Rahmen des österreichischen EU-Ratsvorsitzes. Herzlichen Dank an die Verantwortlichen des @eurojewcong für die tolle Zusammenarbeit! #eu2018at https://t.co/HXb3H0qg8Q;21-Nov-2018 (16:32:38.000000)
Ich bin froh, dass das heute anders ist und wir nun als kleines, neutrales Land versuchen, unseren Beitrag zu leisten, wenn es um den Kampf gegen jede Form von Antisemitismus geht, um die aktive Unterstützung von jüdischem Leben in #Europa oder um die Sicherheit #Israels.;21-Nov-2018 (16:32:35.000000)
#Österreich hat eine besondere historische Verantwortung im Kampf gegen #Antisemitismus und dabei, dass aus einem „Nie vergessen“ ein „Nie wieder“ wird.  Es wurde zu lange weggeschaut und Österreich hat sich zu lange nicht klar zu seiner Verantwortung bekannt.;21-Nov-2018 (16:32:35.000000)
Wir werden den Weg, die Attraktivität für #Fachkräfte zu steigern, konsequent weitergehen, um unseren #Standort zu stärken, sowie #Wettbewerbsfähigkeit und #Wohlstand langfristig zu sichern. Mehr zum Ranking: https://t.co/SaWUw7j5UP;21-Nov-2018 (13:18:47.000000)
Gute Nachrichten: #Österreich kann sich durch d hohen Investitionen in die #Ausbildung sowie die gute #Lebensqualität im jährlichen #Talente-Ranking des renommierten International Institute for Management Development @IMD_Bschool im internationalen Vergleich mit Rang 4 behaupten.;21-Nov-2018 (13:18:46.000000)
Ich bin sehr dankbar, dass er als #Holocaust-Überlebender seine Erfahrungen aus der Zeit des #Nationalsozialismus an jüngere Generationen weitergibt und so einen wichtigen Beitrag dazu leistet, dass die NS-Gräueltaten niemals vergessen werden. https://t.co/CJz4XwvxhD;21-Nov-2018 (07:30:49.000000)
Im Rahmen des gerade in Wien stattfindenden #Antisemitismus- und #Antizionismus-Kongresses hat es mich sehr gefreut, dem jüdischen Künstler Arik #Brauer das Große Goldene Ehrenzeichen der Republik #Österreich zu verleihen. https://t.co/sk4ZEzj8oV;21-Nov-2018 (07:30:47.000000)
Der „Jerusalem Navigator“ ist vor allem aber ein klarer Auftrag, den Kampf gegen #Antisemitismus entschlossen weiterzuführen, jüdisches Leben in #Europa aktiv zu unterstützen und unsere Beziehungen mit #Israel weiter auszubauen. @eurojewcong;21-Nov-2018 (07:06:47.000000)
"Gestern Abend habe ich vom Europäischen Jüdischen Kongress @eurojewcong den Ehrenpreis ""Jerusalem Navigator"" verliehen bekommen. Eine große Ehre und ein berührender Moment für mich persönlich. Vielen, vielen Dank @moshekantoreng! https://t.co/KCSOaWhoMZ";21-Nov-2018 (07:06:46.000000)
Thank you very much @moshekantoreng and @eurojewcong! It is a great honor for me. #Austria will continue to fight against anti-Semitism with determination and to support a vibrant Jewish life in #Europe. https://t.co/nDI9sYoo5Q;21-Nov-2018 (06:59:13.000000)
🇨🇭 ist unser 4. größter Handelspartner. Ich hoffe, dass sich die dichten Beziehungen zwischen der #EU und der #Schweiz durch den Abschluss eines Institutionelles Rahmenabkommens noch weiter entwickeln können. https://t.co/kZkMlMLNBY;20-Nov-2018 (11:56:15.000000)
Habe mich gefreut, heute Bundespräsident @alain_berset in #Bern besuchen zu dürfen. Die #Schweiz und #Österreich haben sehr enge, bilaterale Beziehungen. Wir verfolgen außenpolitisch sehr ähnliche Positionen, zB wenn es um die Aufrechterhaltung des Multilateralismus geht. https://t.co/J2OBPviWKi;20-Nov-2018 (11:56:14.000000)
Thank you @DavidHarrisAJC for your kind words! We do our best in order to live up to our special responsibility. Very much looking forward to seeing you soon in Vienna! https://t.co/LTNePTQ2xm;19-Nov-2018 (22:45:29.000000)
Heute konnte ich den neuen Chef der @_austrian, Alexis von Hoensbroech, kennenlernen u mit ihm sowie mit BM #Schramböck und @norbertghofer über die Zukunftspläne v Austrian Airlines sprechen. Unser gemeinsames Ziel ist es, den #Flughafen #Wien als internationalen Hub zu stärken. https://t.co/yAQmY2BpgH;19-Nov-2018 (16:31:49.000000)
"Schönes Wiedersehen heute mit dem bekannten österreichischen Künstler Gottfried Helnwein im Bundeskanzleramt - vielen Dank für den guten Austausch! An dieser Stelle auch ein großer Dank an alle Künstlerinnen u Künstler für ihre Arbeiten u Werke im In- &amp; Ausland. @HelnweinArtist https://t.co/GDVB9laYYy";19-Nov-2018 (13:09:19.000000)
Die #EU-Annäherung des Westbalkans ist einer der Schwerpunkte unseres EU-Ratsvorsitzes #eu2018at. Wir tun alles, um die #Westbalkan-Staaten bestmöglich auf ihrem Weg zu unterstützen. Für mich ist die EU erst vollständig, wenn alle Staaten beigetreten sind! https://t.co/DPyFVGgAn9;19-Nov-2018 (10:25:18.000000)
Vielen Dank für das gute Arbeitsgespräch in #Wien und viel Erfolg für die heutige Konferenz im Rahmen des österreichischen #EU-Ratsvorsitzes #eu2018at! @ediramaal @DrZvizdic  @haradinajramush @anabrnabic https://t.co/nfKbsAoN92;19-Nov-2018 (10:25:17.000000)
Es hat mich sehr gefreut, heute mit 5 Regierungschefs der #Westbalkan-Staaten und den #EU-Kommissaren @JHahnEU und @GabrielMariya in die Woche zu starten und über die EU-Perspektive des Westbalkans, die regionale Kooperation und bilaterale Konflikte zu sprechen. https://t.co/eMdSUryxlg;19-Nov-2018 (10:25:13.000000)
Ich hatte heute Abend ein Arbeitsgespräch mit George Soros zur Ansiedlung der CEU in Wien. Darüber hinaus konnten wir uns zu europa- und außenpolitischen Fragen austauschen. https://t.co/7I2Tyvtl9g;18-Nov-2018 (22:44:00.000000)
Vor allem hoffen wir auf die notwendige Zustimmung im britischen Parlament und dem #EU-Parlament. Mehr dazu in meinem Interview mit der Presse am Sonntag: https://t.co/EWZBc0UXxF @DiePressecom;18-Nov-2018 (14:48:26.000000)
Wir sind froh, dass ein #Brexit-Abkommen zwischen @theresa_may und der #EU-Chefverhandler @MichelBarnier erzielt werden konnte. Der Deal ist aus unserer Sicht ein guter - jetzt geht es darum, ihn auch umzusetzen, denn wir müssen alles dafür tun, einen #HardBrexit zu vermeiden.;18-Nov-2018 (14:48:26.000000)
Hat mich gefreut, heute auch Präsident @JunckerEU in Brüssel zu treffen. Neben dem #BREXIT und #Migration haben wir das EU-Afrika-Forum am 18.12. in Wien besprochen, bei dem die Europäische Kommission eine wichtige Rolle spielt. https://t.co/JsFUeQxG6q;16-Nov-2018 (14:22:18.000000)
Wir hoffen nun, dass das britische Parlament das Abkommen unterstützt. Der österreichische #EU-Vorsitz #eu2018at wird weiterhin alles tun, um Chefverhandler @MichelBarnier bestmöglich zu unterstützen.;16-Nov-2018 (13:57:35.000000)
Ein großes Danke an @MichelBarnier und sein Team für den starken Einsatz in #BREXIT Verhandlungen. Durch das erzielte Abkommen können wir einen #HardBrexit verhindern und auch eine harte Grenze zwischen #Irland und #Nordirland vermeiden. https://t.co/QZVC9DcE7i;16-Nov-2018 (13:57:34.000000)
It was good to meet with @eucopresident Donald Tusk in Brussels this morning. We discussed next steps to conclude the #BREXIT discussions, as well as other matters on the agenda of the European Council, such as #migration. https://t.co/lDK70X0oB9;16-Nov-2018 (10:24:52.000000)
"Neben aktuellen Themen wie #Brexit od #Migration setzen wir als Ratsvorsitz bewusst Schwerpunkte wie mehr Subsidiarität. Europa muss stärker werden in d großen Fragen, wie d Schutz d Außengrenzen&amp;sich zurücknehmen, wo Mitgliedsstaaten od Regionen selbst besser entscheiden können.";15-Nov-2018 (14:47:05.000000)
Heute konnte ich in #Vorarlberg die Subsidiaritätskonferenz in #Bregenz im Rahmen des österreichischen #EU-Ratsvorsitzes #eu2018at gemeinsam mit LH #Wallner eröffnen. https://t.co/DaGOgXtBWY https://t.co/wXwkIgzN6b;15-Nov-2018 (14:47:05.000000)
Das Ergebnis wird nun so schnell wie möglich bei einem Treffen der #EU-Minister der EU-27 sowie bei einem außerordentlichen Treffen des Europäischen Rates geprüft werden.;14-Nov-2018 (20:32:45.000000)
"Das Ergebnis ist ein gutes, denn es garantiert, dass ein #HardBrexit vermieden wird u es keine harte Grenze zwischen Irland&amp;Nordirland geben wird. Die Übereinkunft garantiert zudem, dass eine Basis vorhanden ist, um ein zukünftiges neues Verhältnis zwischen EU&amp;GB auszuverhandeln.";14-Nov-2018 (20:32:34.000000)
Über die #Brexit-Einigung, die nun vom britischen Kabinett gebilligt wurde, bin ich sehr froh. Ich hoffe nun auch auf Zustimmung des britischen Parlaments morgen. Ich möchte Chefverhandler @MichelBarnier ganz herzlich für seinen Einsatz danken.;14-Nov-2018 (20:32:24.000000)
"Beim #GewinnInfoDay konnte ich heute mit #Schülerinnen &amp; #Schülern unter anderem über  #Bildung, #Digitalisierung &amp; #Wirtschaft diskutieren. Vielen Dank für die spannenden Fragen und die netten Begegnungen! https://t.co/gNK5Uix93C";14-Nov-2018 (17:20:54.000000)
"Ich freue mich, dass die langjährige BCG-Chefin @antonellamei ehrenamtlich d Think Tank leitet u wir nationale &amp; internat. Experten f unsere Arbeit gewinnen konnten, wie den ehem. UNO-GS Ban Ki-Moon, Josef Penninger, @ischinger @MLangthaler, Andreas Treichl oder Danielle Spera. https://t.co/GEdEdgUR42";14-Nov-2018 (16:57:32.000000)
Mit „Think Austria“ haben wir im #Kanzleramt eine Strategiestelle geschaffen. Wir wollen abseits der Tagespolitik über den Tellerrand schauen und rechtzeitig globale #Trends und langfristige Themen für die Entwicklung unseres Landes nutzbar machen.;14-Nov-2018 (16:57:20.000000)
"Mit einem „digitalen Vermummungsverbot“ wollen wir für mehr Transparenz &amp; klare Regeln im Internet sorgen. Als BReg. werden daher ein Gesetz für Sorgfalt &amp; Verantwortung erarbeiten, welches auch Verpflichtungen f d großen Plattformen regelt! Mehr Infos: https://t.co/N8qDQnvNm6";13-Nov-2018 (14:33:26.000000)
"In der digitalen Welt müssen d gleichen Prinzipien gelten, wie in d real gelebten Welt. Das Internet kann &amp; darf kein rechtsfreier Raum sein. Sich in d Anonymität d Internets verstecken zu können, darf in Fällen, in denen Grenzen überschritten wurden, nicht mehr möglich sein. https://t.co/QIeKgGNTCX";13-Nov-2018 (14:33:25.000000)
"Es kommt immer öfter online zu Grenzüberschreitungen, Herabwürdigungen, Demütigungen und Übergriffen. Wir haben heute mit Experten &amp; Betroffenen diskutiert. Klar ist, es braucht Rahmenbedingungen für mehr Verantwortung im Netz und wirksame Maßnahmen zur Gewaltprävention. https://t.co/hLCvfvTwNd";13-Nov-2018 (14:33:23.000000)
"Rocket attacks against #Israel &amp; its civilian population are certainly not the way to solve any of Gaza's problems &amp; must stop immediately. It is of paramount importance that civilians are protected and violence is immediately stopped. AUT is fully committed to Israel's security.";12-Nov-2018 (18:43:12.000000)
Mit dem Bekenntnis zu Österreich als eigenständiger Nation konnte unser Land ein gesundes Selbstbewusstsein aufbauen, das uns heute nicht nur sagen lässt: viel gerühmtes oder viel geprüftes Österreich, sondern aus ganzem Herzen auch: viel geliebtes Österreich. https://t.co/KkPXsKF5mz;12-Nov-2018 (18:42:49.000000)
"Der 12.11.1918 war f Ö einer d größten Wendepunkte d Geschichte. Nach einer Phase d Aufschwungs kam es in d 30er Jahren zum Untergang d Demokratie, Gewalt, Krieg &amp; d Schrecken d Shoah. Erst mit d 2. Republik ist es gelungen, die Einheit zu wahren u Frieden &amp; Wohlstand zu sichern.";12-Nov-2018 (18:42:49.000000)
"Als Bundesregierung haben wir heute gem mit BP @vanderbellen, NR-Präs. Sobotka &amp; vielen Gästen, darunter auch Holocaust-Überlebende aus #Israel, mit einem Festakt in d Wr. Staatsoper d Jahrestag d Gründung der 1. #Republik vor 100 Jahren gedacht. https://t.co/tRwdMFGgWf";12-Nov-2018 (18:42:49.000000)
Die Entscheidung von @Infineon hilft uns sehr dabei, #Österreich international verstärkt als #Technologie-Land zu positionieren und so #Arbeitsplätze sowie soziale #Sicherheit für die Zukunft zu garantieren.;10-Nov-2018 (22:09:02.000000)
#Infineon hat sich entschieden, 1,6 Milliarden Euro in #Österreich zu investieren. Ein Investment von historischer Größenordnung in einer absoluten #Zukunftsindustrie, in der nun insgesamt 750 hochqualifizierte #Arbeitsplätze direkt entstehen.;10-Nov-2018 (22:09:01.000000)
Heute ist ein großer Tag für den Standort  #Österreich und #Kärnten: wir konnten den Spatenstich für den Ausbau des Villacher Standortes der @Infineon Gruppe setzen. Mit dabei waren BM @norbertghofer, BM Schramböck, EU-Kommissarin @GabrielMariya und LH @PeterKaiserSP. https://t.co/5GQjmN7s3h;10-Nov-2018 (22:09:00.000000)
